titleQueried|titleFound|author|language|description|isbn
City of Elements 1|City of Elements 2|Nena Tramountani|de|"""Und du weißt ganz genau, dass ich jedes Mal einen halben Herzinfarkt bekomme, wenn du dich in Gefahr begibst."" ""Es tut mir leid, aber es geht hier nicht um dich"", presste ich hervor. ""Und ob. Unsere Leben sind miteinander verbunden, ob es dir passt oder nicht."" Kias Gabe bringt sie an die Grenze zwischen Leben und Tod. Trotzdem übt sie sie heimlich immer wieder aus. Sie muss sie endlich vollständig verstehen – bevor es die Omilia tut, die alles daransetzt, Kia ihr Geheimnis zu entlocken. Um sie zu unterstützen, wie Nero sagt. Als Vertrauensbeweis bringt er sie zu ihren leiblichen Eltern, die ihr Dasein in einem Sanatorium fristen. Hat ihre verbotene Liebe sie wirklich wahnsinnig werden lassen? William und Kia wollen die Wahrheit herausfinden und bekommen dabei Hilfe von unerwarteter Seite. Ihre Suche führt sie tief unter die Erde – und in die Untiefen ihrer Herzen: Wie sicher kann Kia sich sein, dass Wills Gefühle für sie echt sind, wenn er als ihr Inventi doch immer ihre eigenen spiegelt? Band 2: mitreißend, temporeich, prickelnd. Romantasy at its best!"|9783864181009
City of Elements 1|City of Elements 4|Nena Tramountani|de|Jetzt war da etwas, das uns beweisen konnte, ob ich die ganze Zeit über recht gehabt hatte mit meinen schlimmsten Befürchtungen. Nein, nicht etwas. Jemand. Ein Happy End mit Will schien so nah. Doch plötzlich ist da Marcia, die genau wie Kia das Kind zweier verschiedener Elemententräger und zu allem Überfluss auch noch wunderschön ist. Und genau wie bei Kia ist es Wills Bestimmung, sie zu schützen und in ihrer Nähe zu sein. Keine einfache Situation für Kia, zumal Will auf einmal verändert scheint. Spricht nur die Eifersucht aus ihr oder steckt mehr dahinter? Ausgerechnet mit Marcia soll Kia nun trainieren, um für den Kampf gegen die Omilia stärker zu werden. Die Migma will zuschlagen und Tessarect ein für alle Mal befreien. Kann das gelingen gegen eine Doktrin, der die Talentierten seit Jahrhunderten verfallen sind? Welche Opfer müssen die Verbündeten dafür bringen? Eins scheint sicher: Nun wird nicht nur über die Zukunft Tessarects, sondern ihrer aller Zukunft entschieden. Und Kia ist der Schlüssel zu allem. Noch mitreißender, noch temporeicher, noch prickelnder: Das fulminante Finale!|9783864181146
City of Elements 1|City of Elements 3|Nena Tramountani|de|"""Und dann ist da noch die Sache mit ... Niyol."" Es kostete ihn sichtlich Überwindung, den Namen auszusprechen. ""Er verwirrt dich noch immer. Das verstehe ich. Er war der Erste, für den du echte Gefühle hattest. Für mich bist du dieser Mensch."" Nach Wills furchtbarem Verrat versucht Kia, ihm so gut es geht aus dem Weg zu gehen. Das ist gar nicht so einfach, wenn alles in ihr nach seiner Nähe schreit. Dass ihre Ex-Affäre Niyol plötzlich wieder in ihr Leben getreten ist und mit seiner Flirterei schamlos dort ansetzt, wo die beiden vor Monaten aufgehört haben, macht die Situation nicht gerade leichter. Währenddessen greift Nero zu immer drastischeren Mitteln, um den Fortbestand der Elemententrennung zu sichern, und Kia sieht sich gezwungen, Kontakt mit dem Rebellenführer Phos aufzunehmen. Kann er ein wichtiger Beistand im Kampf gegen die Omilia werden? Auf ihrer Suche nach Vertrauten muss Kia eng mit Will und Niyol zusammenarbeiten und sich schließlich der alles entscheidenden Frage stellen, wem ihr Herz wirklich gehört. Band 3: mitreißend, temporeich, prickelnd. Romantasy at its best!"|9783864181139
Der siebte Sohn|Der siebte Sohn|Glenn Cooper|de|9. FEBRUAR 2027. FINIS DIERUM: DAS ENDE ALLER TAGE Tief unter der Wüste Nevadas ruht ein ungeheuerliches Geheimnis – die Bibliothek der Toten. Nur wenige wissen von ihrer Existenz. Zu groß sind ihre Macht und die Gefahr, die von ihr ausgeht. Ein Buch jedoch fehlt – es birgt den Schlüssel zum letzten, zum entscheidenden Rätsel. Seit sechs Jahrhunderten ist der Band verschollen. Als er dann überraschend bei einer Auktion in London auftaucht, wird der ehemalige FBI-Agent Will Piper in eine atemlose Jagd um Leben und Tod hineingezogen. Nur er kann das Geheimnis um den siebten Sohn lüften und der Welt die Wahrheit sagen, so schrecklich sie auch sein mag. Doch ist die Menschheit bereit, ihrem Schicksal ins Auge zu blicken?|9783688111879
Der siebte Sohn|Der siebte Sohn|Julia Maar|de|Neid zwischen Geschwistern Eine magische Verwandlung Ein gefundener Schuh Robin kann sein Glück kaum fassen. Der junge Schmiedegeselle darf seine königlichen Halbbrüder Dante und Alexander als Knappe zu einem wichtigen Turnier begleiten. Statt jedoch Ruhm und Ehre zu erlangen, bekommt Robin nur Hohn und Spott zu spüren. Dante, den er sein Leben lang verehrte, stellt sich nicht als der Mann heraus, für den Robin ihn immer hielt, und Alexander zeigt sich von einer noch übleren Seite. Als er das Dienstmädchen Vivienne bedrängt, muss Robin sich entscheiden: Zieht er vor seinen Halbbrüdern den Kopf ein oder handelt er wie ein echter Ritter und verspielt damit die Chance, jemals einer zu werden?|9783742772152
Der siebte Sohn|Der siebte Sohn|Gustav Kohne|de||
Gregs Tagebuch - Band 1 und 2|Gregs Tagebuch - Band 3 und 4|Jeff Kinney|en||9783843200721
Gregs Tagebuch - Band 1 und 2|Gregs Tagebuch - Band 1 und 2|Jeff Kinney|en||9783843211086
Harry Potter 1 und der Stein der Weisen|Harry Potter und der Stein der Weisen|Joanne K. Rowling|en||9783551553492
Harry Potter 1 und der Stein der Weisen|Harry Potter und der Stein der Weisen|J.K. Rowling|de|Eigentlich hatte Harry geglaubt, er sei ein ganz normaler Junge. Zumindest bis zu seinem elften Geburtstag. Da erfährt er, dass er sich an der Schule für Hexerei und Zauberei einfinden soll. Und warum? Weil Harry ein Zauberer ist. Und so wird für Harry das erste Jahr in der Schule das spannendste, aufregendste und lustigste in seinem Leben. Er stürzt von einem Abenteuer in die nächste ungeheuerliche Geschichte, muss gegen Bestien, Mitschüler und Fabelwesen kämpfen. Da ist es gut, dass er schon Freunde gefunden hat, die ihm im Kampf gegen die dunklen Mächte zur Seite stehen.|9781781100769
Harry Potter 1 und der Stein der Weisen|Harry Potter und der Stein der Weisen|Joanne K. Rowling|en|Eigentlich hatte Harry geglaubt, er sei ein ganz normaler Junge. Zumindest bis zu seinem elften Geburtstag. Da erfährt er, dass er sich an der Schule für Hexerei und Zauberei einfinden soll. Und warum? Weil Harry ein Zauberer ist. Und so wird für Harry das erste Jahr in der Schule das spannendste, aufregendste und lustigste in seinem Leben. Er stürzt von einem Abenteuer in die nächste ungeheuerliche Geschichte, muss gegen Bestien, Mitschüler und Fabelwesen kämpfen. Da ist es gut, dass er schon Freunde gefunden hat, die ihm im Kampf gegen die dunklen Mächte zur Seite stehen.|9783551354013
Erstes Zeichnen fÃ¼r Kinder ab 3 Jahren|Erstes Zeichnen für Kinder ab 3 Jahren||de||9783849904272
The Crossing of Ingo|The Crossing Of Ingo|Helen Dunmore|en|The crossing of Ingo is an ancient and dangerous coming-of-age ritual: a journey to the bottom of the world. Sapphy and Conor have been called to take part, the first of human blood ever to make an attempt. But Ervys and his followers are determined to stop them: dead or alive. Helen Dunmore builds her classic, much-loved series up to a breathtaking finale.|9781443400961
Spring in eine PfÃ¼tze! Das Buch zum Fertigmalen|Spring in eine Pfütze! Das Buch zum Fertigmalen||de||9783960960775
Herr der Diebe|Herr der Diebe|Cornelia Funke|de|"""Du bist also wirklich der Herr der Diebe"", sagte der Fremde leise. ""Nun gut, behalte deine Maske auf, wenn du dein Gesicht nicht zeigen möchtest. Ich sehe auch so, dass du sehr jung bist."" Der Herr der Diebe - das ist der geheimnisvolle Anführer einer Kinderbande in Venedig, die er mit dem Verkauf der Beute aus seinen Raubzügen über Wasser hält. Keiner kennt seinen Namen, seine Herkunft. Auch nicht Prosper und Bo - zwei Ausreißer, die auf der Flucht vor ihrer Tante und dem Detektiv Victor Unterschlupf bei der Bande gefunden haben. Als Victor den Kindern tatsächlich auf die Spur kommt, bringt er dadurch alle in Gefahr. Aber endgültig scheint die Gemeinschaft der Bande aufzubrechen, als ein rätselhafter Auftrag, erteilt von dem mysteriösen ""Conte"", die Kinder auf eine Laguneninsel führt. Diese Insel, von außen unbewohnt und einsam scheinend, birgt ein Geheimnis, das alles verändert. Cornelia Funke, die schon mit ihrem zum Bestseller gewordenen Titel DRACHENREITER zeigte, welch weiten Atem ihr Erzähltalent hat, hält ihre Leser - gleich welchen Alters - auch mit diesem Buch von der ersten Zeile an gefangen. Sie führt uns durch ein winterliches Venedig, verstrickt uns in verwirrende Rätsel und erfüllt ihren Helden am Schluss einen alten Menschheitstraum."|9783862722877
Level 4. Die Stadt der Kinder|Level 4 - die Stadt der Kinder|Andreas Schlüter|de||9783126756938
Die Kunst des Zeichnens fÃ¼r Kinder|Die Kunst des Zeichnens für Kinder|Gecko Keck|de||9783772484377
Doctor Who: The Legends of River Song|Doctor Who: The Legends of River Song|Jenny T Colgan, Jacqueline Rayner, Steve Lyons, Guy Adams, Andrew Lane|en|‘Hello, sweetie!’ Melody Pond, Melody Malone, River Song...She has had many names. Whoever she really is, this archaeologist and time traveller has had more adventures (and got into more trouble) than most people in the universe. And she’s written a lot of it down. Well, when you’re married to a Time Lord (or possibly not), you have to keep track of what you did and when. Especially as it may not actually have happened to both of you yet. These are just a few of River Song’s exploits, extracted from her journals. Sometimes, she is with the Doctor. Sometimes she’s on her own. But wherever and whenever she may be, she is never far from danger and excitement. This is just a tiny portion of her impossible life. But it will reveal more than you’ve ever known about the legend that is River Song.|9781473530492
Die Chroniken von Alice - Dunkelheit im Spiegelland|Die Chroniken von Alice - Dunkelheit im Spiegelland|Christina Henry|de|Ein unverzichtbares Buch für alle Fans von »Die Chroniken von Alice«-Fans: Brutal, düster, originell! Alice und der Axtmörder Hatcher haben in Christina Henrys finsterem Wunderland schrecklichen Gefahren getrotzt – jetzt erfahren die Fans, wie es mit den beiden weitergeht, und sie dürfen zudem tief in das Innerste von Henrys beliebtesten Figuren blicken: In einer von vier Kurzgeschichten berichtet Hatcher aus der Zeit, als er selbst noch Nicholas hieß und der beste Kämpfer der Alten Stadt war. In zwei anderen erzählt Alice von einer gruseligen Nacht in einem Schloss sowie von einem dunklen Geheimnis, das sie sogar vor Hatcher geheim hält. Und der Leser lernt Alice' Schwester Elizabeth kennen, die sich vom Jabberwock finstere Gedanken einflüstern lässt ... Ein unverzichtbares Buch für alle »Alice«-Fans! Nichts für schwache Nerven: Henrys Neuerzählung von »Alice im Wunderland« ist brutal – gleichzeitig aber unglaublich packend. Alle Bücher von Christina Henry: Die Chroniken von Alice – Finsternis im Wunderland Die Chroniken von Alice – Die Schwarze Königin Die Chroniken von Alice – Dunkelheit im Spiegelland Die Chroniken von Peter Pan – Albtraum im Nimmerland Die Chroniken der Meerjungfrau – Der Fluch der Wellen Die Chroniken von Rotkäppchen – Allein im tiefen, tiefen Wald Die Bände (außer Alice) sind unabhängig voneinander lesbar.|9783641274283
Feuer und Blut - Erstes Buch|Feuer und Blut - Erstes Buch|George R.R. Martin|de|Wie alles begann! Die packende Vorgeschichte um die Herrschaft des Königshauses Targaryen. Was für Tolkiens Fans das Silmarillion ist, erscheint nun von George R.R. Martin – die epische Vorgeschichte von »Das Lied von Eis und Feuer« / »Game of Thrones«! Drei Jahrhunderte, bevor die Serie beginnt, eroberte Aegon Targaryen mit seinen Schwestergemahlinnen und ihren drei Drachen den Kontinent Westeros. 280 Jahre währte die Herrschaft seiner Nachkommen. Sie überstanden Rebellion und Bürgerkrieg – bis Robert Baratheon den irren König Aerys II. vom Eisernen Thron stürzte. Dies ist die Geschichte des großen Hauses Targaryen, niedergeschrieben von Erzmaester Gyldayn, transkribiert von George R.R. Martin. Mit Stammbaum in Postergröße im Schutzumschlag|9783641233396
Assassin's Apprentice (The Illustrated Edition)|Assassin's Apprentice (The Illustrated Edition)|Robin Hobb|en|A gorgeously illustrated anniversary edition of the book that launched the epic Farseer Trilogy, praised by George R. R. Martin as “fantasy as it ought to be written” and Lin-Manuel Miranda as “an incredible series,” featuring a new foreword by Robin Hobb and ten illustrations. Twenty-five years ago, Robin Hobb’s first novel featuring FitzChivalry Farseer and his mysterious, often maddening friend the Fool struck like a bolt of brilliant lightning. Thus began a beloved saga spanning multiple series, full of adventure, magic, and sinister plots. To celebrate a quarter-century of wonder, this special edition of Assassin’s Apprentice presents a modern classic as it’s never been seen before: in hardcover, with ten beautiful illustrations by Magali Villeneuve. Young Fitz is the bastard son of the noble Prince Chivalry, raised in the shadow of the royal court by his father’s gruff stableman. He is treated as an outcast by all the royalty except the devious King Shrewd, who has him secretly tutored in the arts of the assassin. For in Fitz’s blood runs the magic Skill—and the darker knowledge of a child raised with the stable hounds and rejected by his family. As barbarous raiders ravage the coasts, Fitz is growing to manhood. Soon he will face his first dangerous, soul-shattering mission. And though some regard him as a threat to the throne, he may just be the key to the survival of the kingdom. Praise for Robin Hobb and Assassin’s Apprentice “Fantasy as it ought to be written . . . Robin Hobb’s books are diamonds in a sea of zircons.”—George R. R. Martin “A gleaming debut in the crowded field of epic fantasies . . . a delightful take on the powers and politics behind the throne.”—Publishers Weekly “This is the kind of book you fall into, and start reading slower as you get to the end, because you don’t want it to be over.”—Steven Brust|9780553897487
