itemID|title|titleFound|author_raw|author_api|language|collection|isbn|publisher_raw|publisher_api|publishedDate|description|main topic|subtopics|thumbnail|maturityRating|pageCount|isEbook
47675|Cirkus Cannelloni i traditionens snara: Swedish Edition of Circus Cannelloni Invades Britain||Tuula Pere|||||WICKWICK LTD||||YFQ|                                ||||
65616|Citadel||Algis Budrys|||||Wilder Publications||||FJ| FL                               ||||
52867|City Boy||Alan Combes|||||Barrington Stoke Ltd||||YFB| 5AR                               ||||
17708|City Green||Dyanne DiSalvo-Ryan|||||HARPERCOLLINS||||YFP|                                ||||
19070|City of Elements 1||Nena Tramountani|||||Oetinger Taschenbuch GmbH||||YFHR| 5AQ                               ||||
12770|City of Gold||Will Hobbs|||||HARPERCOLLINS||||YFC| 1KBB YFN YFT                             ||||
49363|City of Thieves||Ed D. Audrey Cuff|||||WILD CHILD PR||||YF| 1KBB                               ||||
16355|City Park||Carol Meadows|||||Troubador Publishing||||YFC| 5AL                               ||||
36683|City Train||Adria F. Klein|||||STONE ARCH BOOKS||||YF|                                ||||
13884|CLACH NA F?ISNEACHD||Daibhidh Macùistein, David Hutchison|||||Flying Sheep Publishing||||YFC|                               ||||
48803|Clancy & Millie and the Very Fine House||Libby Gleeson|||||LITTLE HARE||||YF|                                ||||
40890|Clap Your Hands! (Sesame Street) [With Puppet]||Random House|||||RANDOM HOUSE||||YFCA|                                ||||
"26723|19213"|Clara||Pea Jung|||||Books on Demand||||"FM|FMX"|"                                |  FR XQM                              "||||
57941|Clash||Kayla Miller|||||ETCH HMH BOOKS FOR YOUNG READE||||YXQ| YF                               ||||
28852|Class Act||Jerry Craft|||||HarperCollins Publishers Inc||||XADC| YFQ YFS YXN                             ||||
74547|Class Action||Steven B. Frank|||||HOUGHTON MIFFLIN||||YFCF| YFS                               ||||
71962|Classic Starts(r) the Swiss Family Robinson||Johann David Wyss|||||STERLING CHILDRENS BOOKS||||YFA|                                ||||
14208|Classic Stories of Arthur Conan Doyle & Edgar Allan Poe||Vs Editorial Board|||||V&S Publishers||||YFJ|                                ||||
50789|Classic Stories of O. Henry||Abridged Version|||||V&S Publishers||||YFJ|                                ||||
53447|Classic Stories of Saki||Vs Editorial Board|||||V&S Publishers||||YFJ|                                ||||
49320|Classic Traveller - Der Hintergrund||Werner Fuchs, Jim Cunningham, Gordon Sheridan, J. |||||Ulisses Spiel & Medien||||WDHW| FLR FM WDHW                          ||||
19760|Classic Traveller - Die Abenteuer||Marc W. Miller, Roger Moore, Loren K. Wiseman, Fra|||||Ulisses Spiel & Medien||||WDHW| FLR FLS FM WDHW                         ||||
59079|Classic Traveller - Die Regeln||Marc W. Miller, Frank Chadwick, Gary Thomas, Joe D|||||Ulisses Spiel & Medien||||WDHW| FM                            ||||
37084|Classic Traveller - Explorer||Werner Fuchs, Ralf Strehle, Loren K. Wiseman, Terr|||||Ulisses Spiel & Medien||||WDHW| FLR FLS FM WDHW                         ||||
45475|Claudia||Barbara Brooks Wallace|||||iUniverse||||YFB| YXW                               ||||
68308|Claudia||Christopher John Scruton|||||iUniverse||||FL|                                ||||
26198|Claw||Skye Mackinnon|||||Peryton Press||||FMX|                                ||||
22554|CLAWS||Henniker Keene|||||1st Book Library||||FM|                                ||||
39788|Claws!||R. L. Stine|||||SCHOLASTIC||||YFD|                                ||||
7523|Clay||David Almond|||||DELACORTE PR||||YFHD| YFD YXHB                              ||||
24378|Clay||Bertauski Tony|||||Tony Bertauski||||FJ| FL                               ||||
68718|Clean Your Room, Harvey Moon!||Pat Cummings|||||ALADDIN||||YFQ| 1KBB                              ||||
38246|Cleaner? Did You Mean Badass: Blank Line Occupation Journal to Show Appreciation to That Colleague o||Thithiajobs|||||INDEPENDENTLY PUBLISHED||||YF|                                ||||
33592|Clever Baby: 9 Mini Board Book Box Set||Clever Publishing|||||CLEVER PUB||||YBL| YNV                               ||||
61446|Clifford for President||Mark McVeigh, Acton Figueroa|||||SCHOLASTIC||||YFQ| YFP                              ||||
65937|Clockwork||Tom Dekker|||||epubli||||FM|                                ||||
57642|Close Enough||M T McGuire|||||Hamgee University Press||||FL| FU                               ||||
14955|Close to Home||Tori Odhiambo|||||Xlibris||||YFB| 1H YNM                              ||||
31753|Close Your Eyes||Nicci Cloke|||||Hot Key Books||||YFC| 5AP YFS YXQ                             ||||
13655|Clubhouse Mysteries Super Sleuth Collection: The Buried Bones Mystery; Lost in the Tunnel of Time; S||Sharon M. Draper|||||ALADDIN||||YFCF| YXHB                               ||||
43688|Clumsy Bat: A Children's Coloring Storybook|||||||LIGHTNING SOURCE INC||||YFP|                                ||||
11828|Clutch||Heather Camlot|||||RED DEER PR||||YFZR| 1KBC YFR YFT                             ||||
4863|Clyde||Dr Bill McAfee|||||AUTHORHOUSE||||YF|                                ||||
57566|Coast on Fire||Tao Wong|||||Starlit Publishing||||FLQ|                                ||||
13877|Coco & Mumu||Carina Fumero, Gabriela Moreno|||||ATLANTIC PUB GROUP||||YXE| YF                              ||||
27448|COCOON||Bhalchandra Nemade|||||Popular Prakashan Pvt. Ltd.||||YFB| YXZ                               ||||
62866|Code Name||Tony Evans|||||Xlibris||||FL|                                ||||
6483|Code Warriors||Daniel Amadi|||||Torchflame Books||||YFB| 1H YNM                              ||||
72915|Codename Quicksilver: In the Zone||Allan Jones|||||Hachette Children's Group||||YFCB|                                ||||
41438|Coder Because Freakin Badass Is Not an Official Job Title: Appreciate Your Friend with This Funny Oc||Coder Notebook|||||INDEPENDENTLY PUBLISHED||||YF|                                ||||
27675|Codex Alera 02. Im Schatten des Fürsten||Jim Butcher|||||Blanvalet Taschenbuchverl||||FMB| FYT                               ||||
26256|Coincidenze||Oliviero Angelo Fuina|||||LIGHTNING SOURCE INC||||FM|                                ||||
41203|Cold Blood||Willis Bryant|||||Xlibris||||FL|                                ||||
31886|Cold Blood||Robert Bryndza|||||Raven Street Publishing||||FF| FH                               ||||
64774|Cold Fire - Shakespeare`s Moon, Act II||James Hartley|||||John Hunt Publishing||||YF|                               ||||
76759|Cold Front||Nikolai Joslin|||||Dreamspinner Press LLC||||YFB| 5PS YXB                              ||||
56784|Cold Fusion||Bob Fenn|||||AuthorHouse||||FL|                                ||||
58908|Collectanea||Allen Shoffner|||||AuthorHouse||||DNT| FL                               ||||
55031|Collide||J. R. Lenk|||||DREAMSPINNER PR||||YXB| YF                               ||||
8811|Collins Big Cat - Anne of Green Gables: Diamond/Band 17||Harpercollins Uk|||||HARPERCOLLINS UK||||YFA| YFN                               ||||
31522|Collins Big Cat - Little Women: Pearl/Band 18||Katie Dale|||||HARPERCOLLINS UK||||YFA| YFN                               ||||
13583|Collins Ks2 Sats Smashers - Year 6 Maths Reasoning - Fractions, Decimals and Percentages for Papers ||Collins Uk|||||HARPERCOLLINS UK||||YNTM|                               ||||
57229|Collision||Victor Dixen|||||Hot Key Books||||YFG| YFM                               ||||
60755|Colomania - Hellblau, m. 24 Buntstiften|||||||YoYo Books||||Y|                               ||||
7714|Color Bk-Spa-Cristo Me Ama-6pk|||||||WARNER PR||||YBG|                                ||||
71180|Color by Math||Baby|||||Baby Professor||||YBLC|                                ||||
"66953|2763|3771"|Color by Number||Baby|||||Baby Professor||||YBLC|                                ||||
48329|Color By Number - Halloween Edition||Harper Hall|||||CBAB Press||||YBLC|                                ||||
37952|Color My Own Mermaid Story: An Immersive, Customizable Coloring Book for Kids (That Rhymes!)||Brian C. Hailes|||||LIGHTNING SOURCE INC||||YFH| YFJ                              ||||
42527|Color Your World!||Lisa Travis|||||WorldTrek Publishing||||YBLD|                                ||||
13858|Color Your World! (Sunny Day)||Rachel Chlebowski|||||GOLDEN BOOKS PUB CO INC||||YFZZ| YFQ YXHB                              ||||
"74309|25579"|Colorear para niños en edad preescolar (Libros para niños de 2 años - Libro para colorear números, c||Garcia Santiago|||||Fichas de preescolar||||YBG|                               ||||
16446|Colored Pencils Coloring Book||Speedy Publishing Llc|||||Speedy Publishing LLC||||YBL|                                ||||
31029|Coloring The ABCs For Kids||Maxine Dixon|||||MAXINE DIXON||||YBLA|                                ||||
34859|Colors||Russell J. Sanders|||||Dreamspinner Press LLC||||YFB| 5PS YXB                              ||||
57655|Colors & Shapes, PreK-K||Evan-Moor Educational Publishers|||||EVAN MOOR EDUC PUBL||||YBLD| YBLH                              ||||
41338|Colors (Emergent)||Dona Herweck Rice|||||SHELL EDUC PUB||||YPCA21| YBLD                               ||||
51534|Colors: Learn Colors in English and Spanish Book for Kids||Bobby Basil|||||INDEPENDENTLY PUBLISHED||||YBLD|                                ||||
30759|Colours: English Edition||Inhabit Education|||||INHABIT EDUCATION BOOKS INC||||YPCA21| 1KBC YBLD YNMC                             ||||
49289|Columbia Lastname: First Girl Colonist on Mars||Carole Marsh|||||GALLOPADE INTL INC||||YFCF|                                ||||
12872|Combatants Will Be Dispatched!, Vol. 5 (light novel)||NATSUME AKATSUKI|||||Little, Brown & Company||||YFB|                              ||||
64913|Combustion||Elia Winters|||||Cecaelia Press||||FLM|                                ||||
5251|Come Run with Me||Kathleen Olson|||||Christian Faith Publishing, Inc||||YFT| 1KBB 3MNB US D 3MNQ US E                            ||||
54993|Come Una Favola||Roberto Olivetti|||||INDEPENDENTLY PUBLISHED||||YF|                                ||||
31382|Comfortable||Jane Damphousse|||||Outskirts Press||||YBLN1|                                ||||
47102|Commentator? Did You Mean Badass: Blank Line Occupation Journal to Show Appreciation to That Colleag||Thithiajobs|||||INDEPENDENTLY PUBLISHED||||YF|                                ||||
"42033|28747|62888|3064|30931"|Commune||Joshua Gayou|||||Aethon Books, LLC||||FLQ|                               ||||
47852|Communion||Justice Hawk|||||Xlibris||||FL|                                ||||
38965|'cómo Dicen Estoy Enojado Los Dinosaurios? (How Do Dinosaurs Say I'm Mad?): (spanish Language Editio||Jane Yolen|||||SCHOLASTIC||||YFP| YFN YXE                              ||||
23672|Como Eligen Sus Mascotas Los Dinosaurios? (How Do Dinosaurs Choose Their Pets?)||Jane Yolen|||||TURTLEBACK BOOKS||||YFP| YFQ                               ||||
"10755|58304"|ComPanion||S. K. Randolph|||||CheeTrann Creations LLC||||FJ| FM                               ||||
33513|Compass Rose||Elizabeth Austin|||||Elizabeth Austin||||FL|                                ||||
60072|Competence||Gail Carriger|||||Hachette Book Group USA||||FLM| FMH                               ||||
26690|Compton Valance (4)||Matt Brown|||||Usborne Publishing Ltd||||YFQ| 5AJ                               ||||
24325|Conan the Barbarian, selected short stories including Gods of the North, Iron Shadows in the Moon, Q||Robert E. Howard|||||Benediction Classics||||FMH|                             ||||
56320|Conception||William Hayashi|||||Xlibris||||FL|                                ||||
66707|CONDUITS||J. Ryan Sommers|||||Transmundane Press, LLC||||FMM|                               ||||
18169|Confessions of a Teenage Hollywood Star||Dyan Sheldon|||||Walker Books Ltd||||YFQ|                                ||||
72077|Confirmation||Barna William Donovan|||||World Castle Publishing||||FL|                                ||||
54897|Conflictos||Jennifer Moore-Mallinos|||||EDBE||||YF|                                ||||
25275|Congress Has A Library?||Marytherese Grabowski|||||Waypoint Press||||YFB| 1KBB YNM                              ||||
71009|Connect the Scotts: The Dead Kid Detective Agency #4||Evan Munday|||||ECW PR||||YFCF| 1KBC YFD YFT                             ||||
48804|Conni & Co 03 (engl): Conni and the Exchange Student||Dagmar Hoßfeld|||||Carlsen Verlag GmbH||||YPCK91| 5AM 1DDU GB E 2ACB CFDC CJ YFB YFM YFQ YFS YPCK YPCK91 YXHB                    ||||
63759|Conni & Co: Conni & Co Doppelband: Conni, Billi und die Mädchenbande / Conni, Mandy und das große Wi||Dagmar Hoßfeld|||||Carlsen Verlag GmbH||||YFB| 5AL YFN YFS YXQ                          ||||
43717|Conni im Krankenhaus||Liane Schneider, Eva Wenzel-Bürger|||||Carlsen Verlag GmbH||||YBCS| 5AC 4CA YBLN YBLP YF YXA                         ||||
11374|Conni tanzt||Liane Schneider, Eva Wenzel-Bürger|||||Carlsen Verlag GmbH||||YBCS| 5AC 4CA ATQ YBLN YF YNDB                         ||||
34971|Connor: La Tribù degli Angeli Guardiani||Virginie T|||||TEKTIME||||FM|                                ||||
3115|Conspiracy||David N. Pauly|||||BLURB INC||||FMB|                                ||||
26813|Conspiracy Theory||John G. Hartness|||||Falstaff Books, LLC||||FMX|                               ||||
43986|Contagion||Katherine Maclean|||||Positronic Publishing||||FLU|                                ||||
35907|Containment||Caryn Lix|||||Simon & Schuster||||YFCB| YFG                               ||||
57720|Context: Book II of the Nualpeiron Sequence||John Meaney|||||PYR||||FL|                                ||||
35383|Continuing||C. S. Johnson|||||Lulu.com||||FM| 5PGM FW                              ||||
"4408|51738"|Continuum||La Ron K. Jenkins|||||AuthorHouse||||"FL|FLS"|                                ||||
66064|Control||Skiff Turner|||||Ase Gmbh||||FLG| FDK FFH FHK FV                            ||||
17561|Controller Only Because Multitasking Ninja Is Not an Actual Job Title: It's Like Riding a Bike. Exce||Thithiacontroller|||||INDEPENDENTLY PUBLISHED||||YF|                                ||||
57479|Convergence||S. a. Seal|||||Xlibris||||FL|                                ||||
51078|Cook? Did You Mean Badass: Blank Line Occupation Journal to Show Appreciation to That Colleague or F||Thithiajobs|||||INDEPENDENTLY PUBLISHED||||YF|                                ||||
