,itemID,meta,keyword,image,combined
948,14782,"['31676', '2930', '62600', '62239', '62753']",[''],"['77545', '21297', '17872', '44042', '29161']","['31676', '2930', '62600', '62239', '62753']"
949,55221,"['19441', '47062', '30629', '13979', '77484']",[''],[''],"['19441', '47062', '30629', '13979', '77484']"
950,13755,"['7642', '44098', '25352', '11393', '78798']",[''],[''],"['7642', '44098', '25352', '11393', '78798']"
951,66040,"['12716', '11615', '78748', '4818', '35310']","['17613', '15534|10733|16618', '54949', '23952', '37260']","['78923', '44505', '60699', '41057', '52014']","['12716', '11615', '78748', '4818', '35310']"
952,22353,"['19495', '43551', '68073', '53659', '51688']","['33822', '71809', '28530', '13159', '23679']",[''],"['19495', '43551', '68073', '53659', '51688']"
953,11485,"['67230', '65485', '78497', '4038', '10326']",[''],"['40611', '23661', '28855', '52155', '1144']","['67230', '65485', '78497', '4038', '10326']"
954,10789,"['18890', '73302', '7084', '27665', '23314']",[''],[''],"['18890', '73302', '7084', '27665', '23314']"
955,63891,"['57640', '45272', '27638', '15740', '53666']",[''],[''],"['57640', '45272', '27638', '15740', '53666']"
956,49179,"['46187', '73950', '33338', '37869', '4491']","['77384', '10061', '78521', '31705', '5698|31018']","['36933', '9231', '53055', '18955', '63873']","['46187', '73950', '33338', '37869', '4491']"
957,817,"['16903', '1808', '6601', '3308', '40037']",[''],[''],"['16903', '1808', '6601', '3308', '40037']"
958,25157,"['62920', '16280', '18064', '2523', '45318']","['12226', '43939', '7113', '70366', '74358']","['24813', '59661', '40611', '78923', '44816']","['62920', '16280', '18064', '2523', '45318']"
959,41090,"['6276', '42939', '7398', '70958', '17579']",[''],[''],"['6276', '42939', '7398', '70958', '17579']"
960,77200,"['16995', '54489', '3308', '6601', '1808']",[''],[''],"['16995', '54489', '3308', '6601', '1808']"
961,66568,"['22297', '4991', '9410', '27301', '23761']",[''],[''],"['22297', '4991', '9410', '27301', '23761']"
962,45173,"['13935', '20058', '75635', '33857', '9603']","['51436', '75484', '37013', '32331', '61517']","['9691', '41161', '55220', '5182', '5502']","['13935', '20058', '75635', '33857', '9603']"
963,20399,"['30656', '77653', '25233', '68799', '53085']","['75607', '68017', '76332', '32780', '7858']","['78923', '51500|47151|33827', '44505', '24813', '44816']","['30656', '77653', '25233', '68799', '53085']"
964,76916,"['62664', '54460', '2430', '18651', '75468']",[''],"['29012', '70146', '44816', '59657', '9003']","['62664', '54460', '2430', '18651', '75468']"
965,63103,[''],[''],[''],['']
966,64517,"['51331', '430', '66158', '73324', '67309']",[''],[''],"['51331', '430', '66158', '73324', '67309']"
967,47988,"['49376', '2773', '73021', '27906', '51671']","['57645', '52596', '40750', '76555', '14886']","['52789|73976', '32984', '12458', '40738', '23142']","['49376', '2773', '73021', '27906', '51671']"
968,44662,"['58409', '71402', '32980', '37038', '22783']",[''],[''],"['58409', '71402', '32980', '37038', '22783']"
969,76645,[''],[''],[''],['']
970,62115,"['49589', '49106', '47880', '11059', '61539']",[''],[''],"['49589', '49106', '47880', '11059', '61539']"
971,62234,"['74992', '11280', '62241', '48707', '27300']","['62409', '4737', '47106', '67067', '8923']","['51335', '47217', '10337', '52600', '67441']","['74992', '11280', '62241', '48707', '27300']"
972,36826,"['45405', '73227', '22809', '24519', '56586']","['70467|16649', '23623', '31659', '67047', '77494']","['78923', '24813', '17872', '44816', '3757']","['45405', '73227', '22809', '24519', '56586']"
973,29916,"['57901', '8030|17578', '39913|30174', '37459', '5732']","['64167', '3559', '30338', '38942', '5248']","['70146', '60699', '31853', '37029', '21727']","['57901', '8030|17578', '39913|30174', '37459', '5732']"
974,8728,"['37749', '10061', '75624', '51573|18519', '31880']","['75559', '22670|74249', '10036', '48478', '47726']",[''],"['37749', '10061', '75624', '51573|18519', '31880']"
975,30372,"['74669', '44094', '51685', '57641', '66068']","['28743', '62909', '25119', '48347', '63397']","['23510', '60699', '14400', '61606', '17208']","['74669', '44094', '51685', '57641', '66068']"
976,17138,"['37650', '73024', '36827', '20176', '78876']",[''],[''],"['37650', '73024', '36827', '20176', '78876']"
977,40812,"['24381', '48371', '44840', '65838', '44548']","['64469', '74084', '67289', '30892', '40655']","['60699', '13226', '24813', '44505', '18991']","['24381', '48371', '44840', '65838', '44548']"
978,28381,"['73108', '25527', '75717', '31029', '13475']",[''],"['24813', '78923', '25161', '69', '61138']","['73108', '25527', '75717', '31029', '13475']"
979,37563,"['34630', '49775', '62598', '53419', '45766']",[''],[''],"['34630', '49775', '62598', '53419', '45766']"
980,42158,"['54135', '45286', '48352', '64411', '46833']","['22752', '63960', '51362', '29888', '48007']","['2727|6732', '23274', '19524', '38072', '44092']","['54135', '45286', '48352', '64411', '46833']"
981,36959,"['4835', '6459', '47204', '51303', '35491']",[''],[''],"['4835', '6459', '47204', '51303', '35491']"
982,30622,"['1451', '26377', '48832', '34292', '10678']","['27281', '46324', '2103', '77936', '76322']","['23510', '44736', '14400', '34126', '58607']","['1451', '26377', '48832', '34292', '10678']"
983,56782,"['19466', '69704', '35622', '6602', '17665']",[''],"['55466', '29864', '66106', '76460', '60597']","['19466', '69704', '35622', '6602', '17665']"
984,44214,"['27858', '54414', '42412', '2795', '55737']","['55739', '43620', '12706', '30646', '49453']","['21133', '6014', '43771', '52710', '35820']","['27858', '54414', '42412', '2795', '55737']"
985,50648,"['68065', '7224', '72882|12995', '6389', '61440']","['68065', '3745|68142', '56175|61601|42421', '60017|9057', '65098']","['23510', '44505', '14400', '53055', '75095']","['68065', '7224', '72882|12995', '6389', '61440']"
986,37731,"['57270', '49842', '55002', '56094', '30433|30410']",[''],"['70146', '59657', '2533', '39446', '17872']","['57270', '49842', '55002', '56094', '30433|30410']"
987,22963,"['8526', '46870', '47341', '70408', '11879', '18780']",[''],[''],"['8526', '46870', '47341', '70408', '11879', '18780']"
988,24740,"['57988', '71474', '6376', '75669', '321']","['45829', '52865', '47788', '21227', '33225']","['24813', '29012', '70146', '13118', '63946']","['57988', '71474', '6376', '75669', '321']"
989,2706,"['43551', '33534', '51688', '36167', '6132']",[''],"['78923', '24813', '60699', '52014', '11525']","['43551', '33534', '51688', '36167', '6132']"
990,58358,"['11193', '16996', '52979', '62781', '6177']",[''],"['78923', '70146', '73090', '17872', '24813']","['11193', '16996', '52979', '62781', '6177']"
991,9569,"['38192', '46706', '68358', '39611', '44124']","['68358', '39611', '62651', '44124', '46706']","['78923', '24813', '40611', '44505', '28855']","['46706', '68358', '39611', '44124', '38192']"
992,50163,"['62240', '42515', '59241', '48895', '57461']","['69603', '56383', '33406', '25745|55823', '69324|49121']","['78923', '24813', '35755', '14400', '50407']","['62240', '42515', '59241', '48895', '57461']"
993,5357,"['62781', '6177', '52979', '16996', '11193']",[''],[''],"['62781', '6177', '52979', '16996', '11193']"
994,23570,"['31154', '66650', '2279', '29372|13816', '63731']","['56429', '48208', '49079', '52912', '25827']",[''],"['31154', '66650', '2279', '29372|13816', '63731']"
995,78384,"['56354', '11695', '42539', '12464', '7399']","['23771', '27441', '65998', '17920', '40741']","['68174', '47939|36625', '78923', '28855', '49607']","['56354', '11695', '42539', '12464', '7399']"
996,68157,"['3381', '9686', '54205', '66167', '41398']","['5314', '35022', '64617', '66785', '44244']",[''],"['3381', '9686', '54205', '66167', '41398']"
997,44964,[''],[''],"['2727|6732', '23001', '70146', '23005', '453']",['']
998,12971,"['56107', '26291', '49248', '35540', '15800']","['56107', '16803', '59130', '50371', '69849']","['28850', '62219', '68174', '72989', '24866']","['56107', '26291', '49248', '35540', '15800']"
999,41078,"['23733', '27389', '74400', '19142', '8122|16034']","['51545', '66244', '44430', '4531', '24788']","['70146', '29012', '55245', '6508', '55044']","['23733', '27389', '74400', '19142', '8122|16034']"
